sysTime,roll,pitch,yaw,ax,ay,az,sqrt,average
6:7:24:30:92999,23.62,10.23,-165.74,0.07,0.37,0.92,0.99,0.79
6:7:24:30:93063,24.17,12.43,-166.37,0.32,0.56,1.11,1.28,1.02
6:7:24:30:93174,25.49,15.46,-162.21,0.54,0.4,1.08,1.27,1.18
6:7:24:31:93669,26.96,12.56,-154.92,0.39,0.38,0.93,1.08,1.21
6:7:24:31:93950,18.02,6.76,-142.16,0.19,0.17,1.1,1.13,1.16
6:7:24:31:94047,21.24,4.54,-144.83,0.3,0.26,1.24,1.3,1.17
6:7:24:31:94077,20.9,9.43,-151.23,0.26,0.24,0.73,0.82,1.08
6:7:24:31:94174,21.41,10.55,-157.47,0.13,0.23,0.51,0.58,0.9
6:7:24:31:94238,20.7,11.68,-164.37,0.17,0.33,0.86,0.94,0.78
6:7:24:31:94429,21.93,12.71,-165.13,0.29,0.53,1.11,1.26,0.92
6:7:24:32:94535,24.84,11.4,-160.39,0.41,0.47,1.15,1.31,1.17
6:7:24:32:94653,21.99,8.61,-139.18,0.03,0.4,1.14,1.21,1.26
6:7:24:32:94763,22.48,8.16,-137.96,0.13,0.45,1.2,1.29,1.27
6:7:24:32:94859,21.32,8.77,-143.24,0.43,0.31,1.28,1.38,1.29
6:7:24:32:94940,22.46,9.15,-149.77,0.28,0.16,0.9,0.95,1.21
6:7:24:32:95051,26.99,10.23,-153.78,0.15,0.22,0.49,0.56,0.96
6:7:24:32:95164,26.63,12.48,-158.79,0.12,0.35,0.73,0.82,0.78
6:7:24:32:95260,25.02,15.12,-160.83,0.36,0.49,1.0,1.17,0.85
6:7:24:33:95669,22.5,12.84,-144.53,0.06,0.11,0.55,0.57,0.85
6:7:24:33:95749,21.82,11.45,-140.67,0.15,0.37,1.0,1.08,0.94
6:7:24:33:95845,19.12,12.39,-139.95,0.26,0.34,1.12,1.2,0.95
6:7:24:33:95989,17.89,13.77,-141.93,0.43,0.22,1.29,1.37,1.22
6:7:24:33:96037,24.66,14.13,-141.56,0.37,0.18,0.83,0.93,1.17
6:7:24:33:96149,29.87,14.89,-142.87,0.21,0.24,0.54,0.63,0.98
6:7:24:33:96245,33.72,16.95,-145.64,0.08,0.4,0.58,0.71,0.76
6:7:24:34:96654,37.58,21.56,-145.8,0.57,0.58,0.72,1.09,0.81
6:7:24:34:96749,36.82,22.38,-141.48,0.24,0.27,0.27,0.45,0.75
6:7:24:34:96846,30.38,17.82,-143.27,0.13,0.37,0.79,0.88,0.81
6:7:24:34:96974,26.25,14.85,-145.52,0.25,0.51,1.24,1.36,0.9
6:7:24:34:97054,22.89,16.85,-149.26,0.31,0.47,1.26,1.38,1.21
6:7:24:34:97149,22.25,22.27,-153.36,0.42,0.19,0.73,0.86,1.2
6:7:24:34:97245,21.14,25.32,-157.46,0.39,0.26,0.6,0.76,1.0
6:7:24:35:97656,29.89,23.34,-154.65,0.65,0.41,0.95,1.23,0.95
6:7:24:35:97800,30.63,24.76,-149.04,0.6,0.39,0.74,1.03,1.01
6:7:24:35:97864,28.61,22.6,-146.42,0.24,0.27,0.55,0.66,0.97
6:7:24:35:97945,26.26,19.47,-146.45,0.08,0.3,0.86,0.92,0.87
6:7:24:35:98072,24.7,16.54,-146.01,0.24,0.39,0.95,1.06,0.88
6:7:24:35:98167,23.69,15.45,-147.3,0.5,0.4,1.07,1.25,1.08
6:7:24:35:98247,23.02,16.39,-151.63,0.46,0.2,0.87,1.0,1.1
6:7:24:36:98654,28.37,17.48,-160.22,0.6,0.46,1.03,1.28,1.18
6:7:24:36:98750,31.54,18.88,-154.06,0.65,0.46,0.89,1.19,1.16
6:7:24:36:98863,29.23,23.35,-148.29,0.58,0.27,0.8,1.02,1.17
6:7:24:36:98958,26.19,23.25,-143.27,0.2,0.2,0.43,0.51,0.91
6:7:24:36:99070,24.83,19.06,-139.77,0.17,0.27,0.72,0.79,0.77
6:7:24:36:99151,26.13,17.19,-139.26,0.5,0.32,1.23,1.36,0.89
6:7:24:36:99247,28.18,15.88,-141.27,0.45,0.3,1.17,1.29,1.15
6:7:24:37:99646,36.52,22.13,-153.63,0.31,0.74,0.83,1.16,1.27
6:7:24:37:99774,35.64,21.33,-155.49,0.56,0.65,0.96,1.28,1.24
6:7:24:37:99854,37.45,21.1,-146.42,0.72,0.55,0.73,1.17,1.2
6:7:24:37:99951,34.11,23.36,-138.31,0.67,0.27,0.67,0.99,1.14
6:7:24:37:100047,33.57,20.88,-131.14,0.22,0.22,0.49,0.58,0.91
6:7:24:37:100142,31.15,17.63,-129.27,0.14,0.26,0.81,0.87,0.81
6:7:24:37:100254,29.05,13.7,-128.9,0.37,0.44,1.22,1.35,0.93
6:7:24:38:100647,23.19,10.67,-157.93,0.12,0.37,0.66,0.77,1.0
6:7:24:38:100743,27.73,4.01,-161.99,-0.1,0.53,0.97,1.1,1.07
6:7:24:38:100886,28.15,4.93,-162.13,0.33,0.57,1.18,1.35,1.08
6:7:24:38:100935,25.56,12.06,-157.2,0.46,0.45,0.91,1.11,1.19
6:7:24:38:101031,30.32,17.34,-148.81,0.41,0.31,0.69,0.86,1.11
6:7:24:38:101142,31.09,19.15,-145.09,0.27,0.22,0.5,0.61,0.86
6:7:24:38:101238,28.78,15.56,-145.05,0.18,0.36,0.85,0.94,0.8
6:7:24:39:101652,18.47,16.21,-153.41,0.14,0.18,0.52,0.57,0.7
6:7:24:39:101733,21.33,15.97,-151.93,0.1,0.22,0.65,0.69,0.73
6:7:24:39:101844,24.46,14.72,-151.41,0.33,0.43,1.05,1.18,0.81
6:7:24:39:101956,29.96,13.19,-148.22,0.29,0.6,1.03,1.23,1.03
6:7:24:39:102068,29.25,16.25,-144.77,0.44,0.39,0.73,0.94,1.11
6:7:24:39:102149,27.77,19.51,-142.13,0.46,0.19,0.7,0.86,1.01
6:7:24:39:102260,29.09,14.27,-138.79,0.16,0.18,0.48,0.54,0.78
6:7:24:40:102673,19.32,7.91,-152.53,0.26,0.16,0.76,0.82,0.74
6:7:24:40:102754,19.43,8.69,-156.68,0.08,0.17,0.48,0.51,0.63
6:7:24:40:102850,20.8,12.96,-158.09,0.14,0.35,0.74,0.83,0.72
6:7:24:40:102946,22.3,14.72,-159.48,0.32,0.49,1.07,1.22,0.85
6:7:24:40:103058,25.15,12.99,-157.35,0.59,0.56,1.23,1.48,1.18
6:7:24:40:103138,26.29,15.63,-153.71,0.45,0.19,1.02,1.13,1.28
6:7:24:40:103234,27.7,19.33,-144.84,0.17,0.19,0.51,0.57,1.06
6:7:24:41:103695,19.58,14.1,-143.24,0.42,0.06,0.89,0.99,0.89
6:7:24:41:103743,16.34,12.93,-147.16,0.24,0.03,0.72,0.76,0.77
6:7:24:41:103855,13.47,13.99,-150.66,0.07,0.23,0.51,0.56,0.77
6:7:24:41:103934,9.91,14.73,-154.84,0.18,0.16,1.12,1.14,0.82
6:7:24:41:104063,11.45,14.53,-154.64,0.34,0.19,1.3,1.36,1.02
6:7:24:41:104175,14.43,14.37,-149.05,0.42,0.28,1.21,1.31,1.27
6:7:24:41:104238,14.86,18.45,-141.63,0.5,0.11,0.9,1.04,1.24
6:7:24:42:104669,14.91,13.34,-130.46,0.26,0.15,1.14,1.18,1.17
6:7:24:42:104749,15.27,12.7,-136.3,0.37,0.07,1.05,1.12,1.11
6:7:24:42:104845,14.98,12.44,-142.74,0.19,0.06,0.68,0.71,1.0
6:7:24:42:104989,15.04,13.97,-146.45,0.04,0.21,0.49,0.54,0.79
6:7:24:42:105037,13.86,12.74,-151.2,0.18,0.25,1.17,1.21,0.82
6:7:24:42:105165,16.23,11.27,-150.7,0.29,0.35,1.2,1.28,1.01
6:7:24:42:105261,18.48,13.3,-144.23,0.3,0.24,0.91,0.99,1.16
6:7:24:43:105650,16.81,12.22,-130.79,0.21,0.3,1.28,1.34,1.2
6:7:24:43:105746,14.48,12.35,-131.99,0.28,0.17,1.17,1.21,1.18
6:7:24:43:105843,13.31,11.13,-136.27,0.33,0.04,1.1,1.15,1.23
6:7:24:43:105954,12.4,10.14,-141.6,0.09,0.08,0.68,0.69,1.02
6:7:24:43:106050,9.17,10.73,-146.38,-0.02,0.21,0.57,0.6,0.81
6:7:24:43:106146,4.46,10.64,-151.05,0.2,0.08,1.43,1.44,0.91
6:7:24:43:106242,6.22,12.53,-149.33,0.23,0.08,1.27,1.3,1.11
6:7:24:44:106654,12.61,15.16,-130.35,0.21,0.25,1.17,1.22,1.32
6:7:24:44:106750,8.01,15.68,-132.31,0.31,0.15,1.23,1.27,1.26
6:7:24:44:106846,6.75,13.95,-134.36,0.39,-0.02,1.26,1.32,1.27
6:7:24:44:106943,11.47,16.22,-133.06,0.43,0.02,0.88,0.98,1.19
6:7:24:44:107038,14.46,17.45,-134.41,0.12,0.09,0.45,0.48,0.93
6:7:24:44:107135,13.89,16.42,-138.33,0.11,0.16,0.79,0.82,0.76
6:7:24:44:107262,15.66,13.17,-140.2,0.21,0.32,1.25,1.3,0.86
6:7:24:45:107674,17.07,19.35,-130.66,0.1,0.23,0.59,0.64,0.92
6:7:24:45:107754,16.37,16.92,-129.5,0.19,0.36,0.97,1.05,1.0
6:7:24:45:107850,16.56,14.41,-130.76,0.29,0.32,1.21,1.28,0.99
6:7:24:45:107947,14.6,14.05,-135.02,0.48,0.08,1.26,1.36,1.23
6:7:24:45:108059,16.65,16.42,-138.36,0.38,0.13,0.85,0.94,1.19
6:7:24:45:108138,18.1,17.5,-141.01,0.11,0.21,0.43,0.49,0.93
6:7:24:45:108234,18.29,17.03,-143.02,0.11,0.43,0.85,0.96,0.8
6:7:24:46:108674,27.69,22.64,-135.15,0.4,0.24,0.65,0.8,0.75
6:7:24:46:108754,27.69,21.13,-131.03,0.09,0.36,0.57,0.68,0.81
6:7:24:46:108865,26.96,21.16,-128.78,0.3,0.45,0.91,1.06,0.85
6:7:24:46:108962,26.15,22.5,-129.48,0.41,0.45,1.16,1.31,1.01
6:7:24:46:109058,25.24,24.8,-132.91,0.56,0.38,1.0,1.21,1.19
6:7:24:46:109153,20.01,28.86,-141.14,0.51,0.09,0.79,0.94,1.15
6:7:24:46:109249,19.18,29.89,-145.31,0.3,0.1,0.55,0.63,0.93
6:7:24:47:109659,31.39,29.14,-130.84,0.73,0.51,0.72,1.15,0.91
6:7:24:47:109770,32.72,28.34,-129.83,0.46,0.19,0.71,0.87,0.88
6:7:24:47:109835,41.63,24.88,-123.09,0.25,0.5,0.57,0.79,0.94
6:7:24:47:109946,43.92,22.53,-120.87,0.27,0.72,0.55,0.94,0.87
6:7:24:47:110075,40.93,18.62,-124.29,0.48,0.79,0.81,1.23,0.99
6:7:24:47:110139,37.53,13.63,-130.94,0.42,0.63,0.82,1.12,1.09
6:7:24:47:110251,36.53,14.18,-134.83,0.36,0.56,0.49,0.83,1.06
6:7:24:49:111658,16.35,3.92,-137.84,0.6,0.22,1.1,1.27,1.07
6:7:24:49:111770,27.52,-2.01,-119.05,0.55,0.42,0.99,1.21,1.1
6:7:24:49:111850,37.61,-11.79,-98.97,0.1,0.84,0.55,1.01,1.16
6:7:24:49:111946,40.65,-17.55,-91.42,-0.19,0.55,0.26,0.64,0.95
6:7:24:49:112057,36.06,-24.27,-91.13,-0.28,0.75,0.31,0.86,0.84
6:7:24:49:112154,30.01,-26.74,-101.43,-0.32,0.86,0.76,1.19,0.9
6:7:24:49:112266,29.95,-31.76,-111.35,-0.44,0.88,0.88,1.32,1.13
6:7:24:50:112676,23.78,-1.48,-147.41,0.27,0.49,0.56,0.8,1.1
6:7:24:50:112756,14.9,-7.62,-144.42,0.07,0.85,1.33,1.58,1.23
6:7:24:50:112836,12.11,-2.59,-144.16,0.6,0.67,1.19,1.5,1.29
6:7:24:50:112963,7.61,-0.51,-141.3,0.38,0.35,0.92,1.06,1.38
6:7:24:50:113060,5.37,3.67,-140.76,0.11,0.25,0.45,0.53,1.03
6:7:24:50:113156,5.88,-1.25,-140.26,0.02,0.34,0.82,0.89,0.83
6:7:24:50:113251,6.43,-3.67,-141.61,0.0,0.55,1.18,1.31,0.91
6:7:24:51:113673,9.03,-3.98,-151.97,0.09,0.2,0.56,0.61,0.93
6:7:24:51:113737,8.53,-1.89,-154.67,0.02,0.27,0.98,1.02,0.98
6:7:24:51:113865,8.54,-1.56,-152.74,0.33,0.4,1.39,1.48,1.04
6:7:24:51:113945,9.07,0.12,-148.83,0.42,0.29,0.96,1.09,1.2
6:7:24:51:114041,8.37,1.6,-144.46,0.42,0.3,0.81,0.96,1.17
6:7:24:51:114184,9.29,5.85,-142.8,0.25,0.1,0.56,0.62,0.89
6:7:24:51:114264,8.3,6.29,-141.48,0.03,0.21,0.7,0.73,0.77
6:7:24:52:114645,2.73,-1.62,-145.02,0.12,0.16,0.71,0.74,0.7
6:7:24:52:114757,2.62,2.03,-148.89,-0.08,0.14,0.63,0.65,0.71
6:7:24:52:114852,2.87,2.83,-152.38,0.09,0.14,0.94,0.96,0.78
6:7:24:52:114948,4.62,-0.41,-153.67,0.25,0.09,1.32,1.34,0.99
6:7:24:52:115044,3.02,1.67,-150.09,0.48,0.15,1.23,1.33,1.21
6:7:24:52:115141,5.02,3.81,-145.65,0.33,0.24,0.81,0.91,1.19
6:7:24:52:115268,4.43,3.55,-143.76,0.1,0.1,0.54,0.56,0.93
6:7:24:53:115660,0.89,-0.73,-143.22,0.2,0.03,1.01,1.03,0.83
6:7:24:53:115756,5.16,0.95,-145.91,0.11,0.09,0.68,0.7,0.76
6:7:24:53:115836,7.17,2.64,-149.04,0.01,0.2,0.66,0.69,0.8
6:7:24:53:115948,7.4,2.22,-152.97,0.04,0.17,0.99,1.01,0.8
6:7:24:53:116043,8.39,0.97,-153.38,0.21,0.2,1.3,1.33,1.01
6:7:26:24:206662,67.22,1.83,-139.47,0.07,0.9,0.56,1.06,1.02
6:7:26:24:206758,70.94,2.65,-136.55,0.08,0.87,0.33,0.94,0.99
6:7:26:24:206869,72.43,-0.08,-135.21,0.12,0.93,0.17,0.95,0.98
6:7:26:24:206966,71.14,-5.18,-135.13,-0.11,0.93,0.33,0.99,0.96
6:7:26:24:207045,72.45,-10.74,-136.41,-0.3,1.02,0.37,1.12,1.02
6:7:26:24:207174,74.91,-16.08,-137.57,-0.39,1.11,0.11,1.18,1.1
6:7:26:24:207269,73.73,-16.85,-139.71,-0.22,0.89,0.23,0.95,1.08
6:7:26:25:207659,72.2,-17.84,-150.46,-0.42,0.93,0.28,1.06,1.06
6:7:26:25:207770,75.53,-17.77,-154.14,-0.36,0.91,0.18,1.0,1.0
6:7:26:25:207866,76.81,-19.26,-157.13,-0.38,0.89,0.21,0.99,1.02
6:7:26:25:207946,77.69,-18.5,-159.95,-0.35,0.95,0.17,1.02,1.0
6:7:26:25:208043,76.04,-18.91,-163.03,-0.36,0.93,0.2,1.01,1.01
6:7:26:25:208170,76.28,-17.37,-166.56,-0.25,0.96,0.18,1.0,1.01
6:7:26:25:208266,74.08,-15.8,-167.7,-0.23,0.92,0.32,1.0,1.01
6:7:26:26:208678,71.11,-9.24,-173.68,-0.12,0.93,0.35,1.0,1.0
6:7:26:26:208758,71.95,-8.47,-175.26,-0.16,0.97,0.39,1.05,1.02
6:7:26:26:208871,72.75,-7.94,-176.32,-0.14,0.94,0.35,1.01,1.02
6:7:26:26:208967,71.19,-8.72,-175.89,-0.14,0.88,0.38,0.97,1.01
6:7:26:26:209062,71.25,-8.29,-175.22,-0.2,0.97,0.39,1.07,1.02
6:7:26:26:209158,71.32,-8.89,-174.3,-0.15,0.97,0.35,1.04,1.03
6:7:26:26:209270,70.59,-9.03,-173.48,-0.16,0.88,0.34,0.96,1.02
6:7:26:27:209655,69.93,-10.09,-169.38,-0.23,0.95,0.4,1.05,1.02
6:7:26:27:209750,69.26,-10.43,-167.44,-0.29,1.17,0.51,1.31,1.11
6:7:26:27:209862,63.57,-12.07,-163.93,-0.25,1.0,0.55,1.17,1.18
6:7:26:27:209957,53.61,-12.93,-157.53,-0.28,0.8,0.59,1.03,1.17
6:7:26:27:210070,45.35,-8.91,-150.42,-0.14,0.51,0.42,0.68,0.96
6:7:26:27:210166,40.48,-4.42,-143.45,-0.16,0.48,0.48,0.7,0.8
6:7:26:27:210261,41.6,-1.16,-138.9,-0.13,0.48,0.71,0.87,0.75
6:7:26:28:210660,44.38,-3.82,-116.1,0.13,0.68,0.5,0.85,0.81
6:7:26:28:210772,46.38,-12.62,-118.48,-0.15,0.75,0.69,1.03,0.92
6:7:26:28:210868,51.68,-18.64,-123.86,-0.17,0.8,0.7,1.08,0.99
6:7:26:28:210964,58.86,-20.89,-130.58,-0.31,0.88,0.63,1.13,1.08
6:7:26:28:211060,64.11,-20.85,-137.28,-0.35,0.91,0.5,1.1,1.1
6:7:26:28:211172,64.42,-20.53,-142.93,-0.34,0.86,0.43,1.02,1.08
6:7:26:28:211253,63.57,-21.47,-147.9,-0.38,0.82,0.39,0.98,1.03
6:7:26:29:211653,67.01,-24.89,-156.28,-0.41,0.85,0.39,1.02,1.01
6:7:26:29:211749,67.79,-23.79,-156.29,-0.43,0.85,0.37,1.02,1.01
6:7:26:29:211844,67.67,-24.77,-156.01,-0.46,0.83,0.35,1.01,1.02
6:7:26:29:211941,68.02,-25.44,-155.18,-0.44,0.88,0.34,1.04,1.02
6:7:26:29:212068,67.98,-24.2,-153.63,-0.38,0.84,0.36,0.99,1.01
6:7:26:29:212164,67.44,-23.53,-151.39,-0.42,0.94,0.32,1.08,1.04
6:7:26:29:212244,66.8,-23.85,-150.01,-0.36,0.74,0.33,0.89,0.99
6:7:26:30:212644,64.99,-21.15,-146.18,-0.32,0.84,0.42,0.99,0.99
6:7:26:30:212772,66.19,-18.81,-145.59,-0.21,0.87,0.41,0.99,0.95
6:7:26:30:212853,66.12,-14.21,-146.28,-0.14,0.93,0.46,1.04,1.01
6:7:26:30:212948,65.38,-11.21,-147.68,-0.13,0.87,0.48,1.01,1.01
6:7:26:30:213043,63.75,-10.64,-147.82,-0.21,0.79,0.53,0.97,1.01
6:7:26:30:213157,64.41,-10.99,-147.15,-0.26,0.92,0.43,1.05,1.01
6:7:26:30:213268,65.24,-13.57,-145.47,-0.3,0.88,0.4,1.01,1.01
6:7:26:31:213652,72.45,-25.23,-144.95,-0.42,0.85,0.25,0.98,1.01
6:7:26:31:213747,77.86,-27.36,-147.67,-0.53,0.86,0.09,1.01,1.0
6:7:26:31:213844,83.83,-28.34,-150.89,-0.46,0.94,-0.04,1.05,1.01
6:7:26:31:213957,89.54,-27.28,-154.27,-0.53,0.9,-0.04,1.04,1.03
6:7:26:31:214054,92.85,-26.8,-157.73,-0.52,0.94,-0.06,1.07,1.05
6:7:26:31:214148,93.67,-26.43,-162.1,-0.43,0.91,-0.09,1.01,1.04
6:7:26:31:214274,93.39,-24.9,-165.69,-0.44,0.91,-0.03,1.01,1.03
6:7:26:32:214674,88.41,-21.41,-171.41,-0.49,0.98,-0.08,1.1,1.04
6:7:26:32:214753,86.62,-22.56,-171.59,-0.4,0.91,0.06,1.0,1.04
6:7:26:32:214865,83.64,-22.76,-169.9,-0.29,0.86,0.26,0.95,1.02
6:7:26:32:214961,83.66,-21.22,-166.08,-0.24,1.12,0.08,1.15,1.03
6:7:26:32:215057,83.66,-19.73,-162.61,-0.29,0.86,0.12,0.91,1.0
6:7:26:32:215156,79.5,-21.0,-158.52,-0.39,0.8,0.21,0.91,0.99
6:7:26:32:215249,80.09,-22.64,-153.71,-0.38,0.85,0.1,0.93,0.92
6:7:26:33:215657,79.49,-32.38,-124.97,-0.5,1.02,-0.02,1.14,0.99
6:7:26:33:215753,78.47,-31.89,-116.69,-0.41,0.94,-0.02,1.03,1.03
6:7:26:33:215848,79.46,-25.49,-111.64,-0.26,0.71,0.0,0.75,0.97
6:7:26:33:215944,76.13,-18.38,-108.7,-0.25,0.66,0.18,0.73,0.83
6:7:26:33:216041,72.99,-12.97,-108.76,-0.24,0.82,0.22,0.88,0.79
6:7:26:33:216152,68.63,-10.05,-112.17,-0.18,1.28,0.38,1.35,0.99
6:7:26:33:216264,68.39,-6.0,-119.45,-0.02,1.33,0.17,1.34,1.19
6:7:26:34:216648,67.86,-13.06,-139.91,-0.49,1.1,0.1,1.21,1.3
6:7:26:34:216759,66.32,-16.54,-136.59,-0.53,1.22,0.26,1.35,1.3
6:7:26:34:216855,66.75,-18.09,-127.68,-0.45,1.22,0.01,1.3,1.29
6:7:26:34:216952,68.8,-11.93,-121.06,-0.1,0.65,-0.09,0.66,1.11
6:7:26:34:217048,65.42,-5.46,-117.55,-0.11,0.58,0.1,0.6,0.85
6:7:26:34:217143,64.26,-3.37,-114.99,-0.32,1.18,0.28,1.25,0.84
6:7:26:34:217271,61.09,-2.56,-117.86,-0.47,1.19,0.34,1.33,1.06
6:7:26:35:217663,49.65,-13.06,-133.67,-0.38,0.49,0.08,0.63,1.07
6:7:26:35:217759,51.38,-16.43,-138.28,-0.81,1.09,0.0,1.36,1.11
6:7:26:35:217856,56.75,-14.83,-141.49,-0.67,1.41,0.12,1.57,1.19
6:7:26:35:217967,59.2,-10.47,-138.82,-0.39,1.07,-0.04,1.14,1.36
6:7:26:35:218063,61.57,-4.47,-134.17,-0.21,0.66,0.07,0.7,1.14
6:7:26:35:218159,64.72,5.61,-131.03,-0.17,0.63,0.13,0.67,0.83
6:7:26:35:218256,63.19,10.86,-127.74,-0.21,1.01,0.22,1.05,0.81
6:7:26:36:218655,53.33,0.01,-145.4,-0.16,0.69,0.01,0.71,0.81
6:7:26:36:218752,52.3,-5.54,-149.63,-0.24,0.57,-0.0,0.62,0.8
6:7:26:36:218862,49.55,-10.65,-152.97,-0.37,0.87,0.02,0.94,0.76
6:7:26:36:218959,50.91,-14.85,-152.02,-0.81,1.35,0.03,1.57,1.05
6:7:26:36:219056,55.47,-10.79,-149.88,-0.45,1.27,-0.11,1.35,1.29
6:7:26:36:219152,55.97,-8.73,-142.85,-0.26,0.81,-0.11,0.86,1.26
6:7:26:36:219247,55.17,-0.83,-137.03,-0.13,0.46,-0.05,0.48,0.9
6:7:26:37:219659,45.17,2.11,-149.22,-0.14,1.16,-0.0,1.17,0.84
6:7:26:37:219771,42.25,-2.03,-155.4,-0.08,0.53,0.05,0.53,0.73
6:7:26:37:219868,42.5,-10.28,-159.28,-0.23,0.68,-0.13,0.73,0.81
6:7:26:37:219948,42.07,-16.35,-164.16,-0.68,0.91,0.01,1.13,0.8
6:7:26:37:220076,41.23,-19.67,-164.26,-0.61,1.26,-0.16,1.41,1.09
6:7:26:37:220171,41.88,-22.03,-156.41,-0.56,1.13,-0.08,1.26,1.27
6:7:26:37:220251,45.44,-17.54,-151.16,-0.45,0.77,-0.17,0.91,1.19
6:7:26:38:220652,37.67,-0.61,-158.95,-0.4,1.58,-0.03,1.63,1.27
6:7:26:38:220747,35.28,-4.87,-163.38,-0.17,0.89,0.07,0.9,1.15
6:7:26:38:220843,32.67,-10.73,-165.46,-0.21,0.6,0.08,0.64,1.06
6:7:26:38:220955,31.21,-14.91,-167.07,-0.32,0.63,0.04,0.71,0.75
6:7:26:38:221051,30.16,-19.41,-166.93,-0.7,1.02,-0.04,1.24,0.86
6:7:26:38:221147,30.51,-19.68,-165.63,-0.66,1.09,-0.01,1.27,1.07
6:7:26:38:221259,37.16,-17.78,-163.63,-0.44,0.98,-0.05,1.08,1.2
6:7:26:39:221653,38.05,0.28,-159.15,-0.47,0.93,0.39,1.12,1.16
6:7:26:39:221748,35.53,-0.63,-162.28,-0.33,1.06,0.29,1.15,1.11
6:7:26:39:221844,34.6,-5.74,-166.22,-0.34,1.2,0.09,1.25,1.17
6:7:26:39:221956,35.72,-9.21,-172.21,-0.17,0.62,0.02,0.64,1.01
6:7:26:39:222051,36.53,-15.95,-175.61,-0.29,0.47,0.07,0.56,0.82
6:7:26:39:222180,31.42,-28.37,-171.86,-0.92,1.08,-0.02,1.42,0.87
6:7:26:39:222260,35.75,-27.62,-172.51,-0.81,1.15,-0.16,1.42,1.13
6:7:26:40:222684,44.82,-8.87,-165.17,-0.41,0.81,0.23,0.94,1.26
6:7:26:40:222764,42.46,-7.52,-166.35,-0.48,1.11,0.26,1.23,1.2
6:7:26:40:222860,38.21,-8.19,-172.62,-0.45,1.27,0.29,1.38,1.18
6:7:26:40:222987,37.7,-11.38,-179.29,-0.3,0.87,0.27,0.96,1.19
6:7:26:40:223067,38.28,-14.74,176.93,-0.27,0.62,0.1,0.68,1.01
6:7:26:40:223180,37.55,-18.56,175.56,-0.42,0.7,0.1,0.82,0.82
6:7:26:40:223260,37.51,-21.13,176.54,-0.62,1.06,0.12,1.24,0.91
6:7:26:41:223657,46.13,-5.23,-171.13,-0.23,0.72,0.18,0.77,0.95
6:7:26:41:223753,44.89,-0.07,-171.83,-0.43,0.96,0.39,1.13,1.05
6:7:26:41:223881,42.44,-0.07,-173.73,-0.24,1.39,0.25,1.43,1.11
6:7:26:41:223960,39.28,-5.02,-176.5,-0.18,1.25,0.32,1.3,1.29
6:7:26:41:224120,41.55,-10.38,179.25,-0.11,0.81,0.22,0.84,1.19
6:7:26:41:224153,42.43,-16.63,175.47,-0.21,0.58,0.09,0.63,0.92
6:7:26:41:224249,42.43,-21.17,172.95,-0.38,0.74,0.09,0.84,0.77
6:7:26:42:224658,48.51,-14.61,-173.73,-0.13,0.55,0.06,0.57,0.68
6:7:26:42:224769,47.47,-10.65,-170.52,-0.13,0.62,0.13,0.65,0.69
6:7:26:42:224867,48.34,-11.08,-170.0,-0.43,1.04,0.31,1.17,0.8
6:7:26:42:224962,46.85,-10.97,-173.17,-0.55,1.35,0.22,1.47,1.1
6:7:26:42:225058,44.26,-14.3,-178.26,-0.33,1.14,0.01,1.18,1.27
6:7:26:42:225154,44.45,-19.37,176.57,-0.18,0.78,0.05,0.8,1.15
6:7:26:42:225250,42.96,-24.02,174.23,-0.25,0.56,0.02,0.62,0.87
6:7:26:43:225650,44.62,-26.96,-177.78,-0.34,0.9,-0.05,0.96,0.79
6:7:26:43:225746,46.64,-21.47,-175.23,-0.19,0.59,0.11,0.63,0.74
6:7:26:43:225857,45.96,-16.38,-173.96,-0.35,0.83,0.33,0.96,0.85
6:7:26:43:225969,44.56,-14.29,-173.5,-0.48,1.1,0.29,1.24,0.94
6:7:26:43:226066,41.52,-13.53,-176.43,-0.35,1.11,0.28,1.2,1.13
6:7:26:43:226161,40.28,-17.08,179.27,-0.23,1.11,0.14,1.15,1.19
6:7:26:43:226257,41.73,-21.51,173.86,-0.17,0.77,0.09,0.79,1.05
6:7:26:44:226650,45.84,-33.14,178.66,-0.37,1.06,-0.02,1.12,1.02
6:7:26:44:226746,45.15,-29.49,-175.01,-0.26,0.81,0.16,0.87,0.93
6:7:26:44:226841,48.91,-24.81,-170.45,-0.37,0.67,0.13,0.77,0.92
6:7:26:44:226969,50.58,-19.94,-168.65,-0.36,0.79,0.23,0.9,0.85
6:7:26:44:227066,51.4,-21.33,-167.78,-0.45,0.94,0.11,1.05,0.91
6:7:26:44:227161,48.09,-24.15,-170.34,-0.52,1.19,0.17,1.31,1.09
6:7:26:44:227257,47.56,-26.05,-175.91,-0.38,1.04,0.04,1.11,1.16
6:7:26:45:227654,46.3,-33.44,-179.49,-0.68,1.34,0.07,1.5,1.31
6:7:26:45:227751,48.46,-31.93,-174.73,-0.51,0.99,0.09,1.12,1.25
6:7:26:45:227862,56.39,-30.45,-169.8,-0.39,0.91,-0.02,0.99,1.2
6:7:26:45:227958,58.95,-24.93,-167.24,-0.28,0.58,0.17,0.67,0.92
6:7:26:45:228054,54.82,-20.45,-163.9,-0.41,0.85,0.25,0.97,0.88
6:7:26:45:228150,53.96,-17.82,-165.04,-0.54,1.02,0.28,1.19,0.94
